model,arm,task,lang,press,kept,sample_id,value,origin,match_type
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120867,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120868,TARGET_EXACT,exact
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120869,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120870,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120871,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120872,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120873,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,7120874,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,17,712087,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,pl,knorm,0.25,20,875543,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,22,153855,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,23,211046,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,24,937571,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,28,9548432,TARGET_EXACT,exact
llama31-8b,qa,niah_single,pl,knorm,0.25,29,179048,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,34,670719,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,35,365344,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,36,541893,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,38,727323,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,40,708980,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,42,915356,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,46,726495,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,47,515916,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,49,469463,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,50,198773,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,51,654367,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,52,914390,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,54,4194548,TARGET_EXACT,exact
llama31-8b,qa,niah_single,pl,knorm,0.25,58,421434,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,59,807799,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,60,519105,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,61,264263,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,62,496578,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,63,907585,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,64,376215,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,66,916499,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,67,465241,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,68,626141,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,70,951994,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,71,214019,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,74,4426900,TARGET_EXACT,exact
llama31-8b,qa,niah_single,pl,knorm,0.25,75,764018,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,77,267740,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,78,544932,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,81,9874152,TARGET_EXACT,exact
llama31-8b,qa,niah_single,pl,knorm,0.25,82,273789,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,83,279576,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,85,675257,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,86,919620,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,87,810642,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,89,841276,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,90,116223,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,93,617171,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,94,452449,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,96,372632,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,pl,knorm,0.25,97,400000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,4000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,40000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,400000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,4000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,40000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,400000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,4000000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,40000000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,97,400000000000000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,pl,knorm,0.25,98,516355,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,2,461236,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,5,996138,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,8,252520,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,8,927982,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,8,179179,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,9,292185,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,10,2785277,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,11,919744,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,11,643132,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,11,132643,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,14,112064,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,16,190884,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,16,883537,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,18,781849,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,20,943281,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,20,991081,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,22,764018,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,23,544932,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,24,602274,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,24,987654,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,24,113124,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,25,542891,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,25,441579,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,26,3710895,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,26,5394880,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,31,679966,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,32,9722815,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,32,102837,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,32,831281,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,knorm,0.25,34,781281,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,34,100681,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,39,913018,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,40,487992,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,41,900239,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,41,738173,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,43,327665,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,44,807268,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,46,718903,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,48,9488613,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,48,7217143,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,knorm,0.25,48,6721890,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,51,5334434,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,51,6952975,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,51,6700000,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,51,4555555,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,52,923461,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,54,300579,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,57,2914065,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,zh,knorm,0.25,57,9014965,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,58,798224,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,60,154760,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,61,349962,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,66,963349,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,66,101931,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,69,797077,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,70,5634662,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,70,2171218,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,70,7961578,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,70,3290978,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,71,849182,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,73,2672884,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,73,8387112,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,78,866443,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,84,206060,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,86,7216461,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,86,154888,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,89,143251,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,91,868467,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,94,815991,DISTRACTOR_NEAR_COPY,prefix
llama31-8b,qa,niah_none,zh,knorm,0.25,96,3595941,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,zh,knorm,0.25,96,908916,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,zh,knorm,0.25,96,456789,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,en,streaming_llm,0.5,2,2458591,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,4,9478454,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,5,4335942,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,6,8536477,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,7,3678638,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,9,2556017,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,10,6770619,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,11,8707870,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,12,2322047,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,13,7067228,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,19,3871230,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,20,8755439,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,24,9375710,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,26,5408072,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,27,7700828,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,28,9548432,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,30,3684052,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,31,7402509,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,32,5218028,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,33,2921859,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,35,3653446,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,36,5418934,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,39,6438436,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,41,5041154,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,43,8973915,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,44,9852897,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,46,7264956,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,48,1352896,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,55,8231838,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,57,7754864,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,64,3762152,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,65,5449368,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,69,8999183,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,72,5130808,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,73,2375453,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,79,5098412,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,80,8351517,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,83,2795765,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,84,5727085,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,89,8412769,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,91,3500715,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,92,3484601,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,93,6171716,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,95,7817881,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,97,4009172,TARGET_EXACT,exact
llama31-8b,joint,niah_single,en,streaming_llm,0.5,99,2813543,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,2,2458591,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,4,9478454,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,5,4335942,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,6,8536477,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,10,6770619,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,11,8707870,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,12,2322047,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,13,7067228,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,19,3871230,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,26,5408072,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,28,9548432,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,31,7402509,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,32,5218028,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,33,2921859,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,36,5418934,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,39,6438436,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,41,5041154,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,43,8973915,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,44,9852897,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,48,1352896,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,69,8999183,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,72,5130808,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,80,8351517,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,83,2795765,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,84,5727085,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,89,8412769,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,en,streaming_llm,0.25,91,3500715,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,3,3094235,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,21,5130808,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,35,5761145,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,35,8938746,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,50,8563202,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,92,3488628,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,92,3117143,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,sw,streaming_llm,0.5,92,6404139,DISTRACTOR_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,0,2867825,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,1,474485,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,3,1499914,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,4,947845,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,5,433594,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,7,367863,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,9,2556017,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,10,677061,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,11,870787,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,12,232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232204232,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,zh,knorm,0.5,13,706722,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,14,2166941,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,15,585512,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,16,737745,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,17,712086,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,18,451494,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,19,387123,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,20,8755439,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,21,4684531,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,22,1538552,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,23,211046,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,24,9375710,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,25,544395,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,26,5408072,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,27,770082,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,28,9548432,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,29,1790481,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,30,368405,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,31,740250,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,32,521802,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,33,2921859,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,34,6707197,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,35,3653446,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,36,5418934,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,37,2785277,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,38,727323,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,39,6438436,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,40,708980,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,41,504115,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,42,915356,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,43,897391,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,44,985289,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,45,4374754,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,46,726495,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,47,515916,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,48,1352896,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,49,4694634,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,50,198773,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,51,6543670,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,53,8930103,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,55,823183,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,56,8835373,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,57,775486,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,58,421434,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,59,807799,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,60,5191056,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,61,2642635,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,62,4965789,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,63,907585,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,64,3762152,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,65,544936,TARGET_NEAR_COPY,prefix
llama31-8b,joint,niah_single,zh,knorm,0.5,66,9164991,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,knorm,0.5,67,4652414,TARGET_EXACT,exact
